,from,to,symbol,quantity,date
13963,brofund-sim,sayee,SIM,7.016,2021-01-10
13964,brofund-sim,burlarj,SIM,6.239,2021-01-10
13965,brofund-sim,justinparke,SIM,66.827,2021-01-10
13966,brofund-sim,bala41288,SIM,253.16,2021-01-10
13967,brofund-sim,simplifylife,SIM,175.4,2021-01-10
13968,brofund-sim,xawi,SIM,110.209,2021-01-10
13969,brofund-sim,olaexcel,SIM,5.548,2021-01-10
13970,brofund-sim,simplymike,SIM,29.233,2021-01-10
13971,brofund-sim,zaku,SIM,58.466,2021-01-10
13972,brofund-sim,jjb777,SIM,1976.206,2021-01-10
13973,brofund-sim,bearbear613,SIM,584.666,2021-01-10
13974,brofund-sim,rehan12,SIM,38.207,2021-01-10
13975,brofund-sim,udezee,SIM,5.846,2021-01-10
13976,brofund-sim,hetty-rowan,SIM,300.694,2021-01-10
13977,brofund-sim,taskmaster4450,SIM,1299.226,2021-01-10
13978,brofund-sim,goldstreet,SIM,2.462,2021-01-10
13979,brofund-sim,elamental,SIM,38.003,2021-01-10
13980,brofund-sim,codingdefined,SIM,6.431,2021-01-10
13981,brofund-sim,ecoinstant,SIM,1082.803,2021-01-10
13982,brofund-sim,khan.dayyanz,SIM,76.006,2021-01-10
13983,brofund-sim,roleerob,SIM,1169.333,2021-01-10
13984,brofund-sim,chronocrypto,SIM,3508.001,2021-01-10
13985,brofund-sim,sidwrites,SIM,50.281,2021-01-10
13986,brofund-sim,spinvest,SIM,2338.726,2021-01-10
13987,brofund-sim,bilpcoinrecords,SIM,0.584,2021-01-10
13988,brofund-sim,andy4475,SIM,2.923,2021-01-10
13989,brofund-sim,mango-juice,SIM,14.616,2021-01-10
13990,brofund-sim,enjar,SIM,2.338,2021-01-10
13991,brofund-sim,agr8buzz,SIM,584.666,2021-01-10
13992,brofund-sim,tandara,SIM,25.725,2021-01-10
13993,brofund-sim,dealhunter,SIM,1.9,2021-01-10
13994,brofund-sim,dera123,SIM,797.639,2021-01-10
13995,brofund-sim,revisesociology,SIM,7.016,2021-01-10
13996,brofund-sim,moonunit,SIM,94.423,2021-01-10
13997,brofund-sim,uyobong,SIM,0.114,2021-01-10
13998,brofund-sim,miketr,SIM,90.038,2021-01-10
13999,brofund-sim,flemingfarm,SIM,58.466,2021-01-10
14000,brofund-sim,russia-btc,SIM,0.584,2021-01-10
14001,brofund-sim,drrune,SIM,24.556,2021-01-10
14002,brofund-sim,photobook,SIM,15.786,2021-01-10
14003,brofund-sim,cryptoknight12,SIM,105.24,2021-01-10
14004,brofund-sim,michealb,SIM,35.08,2021-01-10
14005,brofund-sim,investinthefutur,SIM,61.39,2021-01-10
14006,brofund-sim,berthold,SIM,56.128,2021-01-10
14007,brofund-sim,partitura,SIM,204.633,2021-01-10
14008,brofund-sim,steemstreems,SIM,0.584,2021-01-10
14009,brofund-sim,joseacabrerav,SIM,7.6,2021-01-10
14010,brofund-sim,auelitairene,SIM,7.016,2021-01-10
14011,brofund-sim,glastar,SIM,29.233,2021-01-10
14012,brofund-sim,elbrava,SIM,4.677,2021-01-10
14013,brofund-sim,robmojo,SIM,6.723,2021-01-10
14014,brofund-sim,adamdabeast,SIM,3.893,2021-01-10
14015,brofund-sim,xabi,SIM,299.464,2021-01-10
14016,brofund-sim,bilpcoinbpc,SIM,1.169,2021-01-10
14017,brofund-sim,abrockman,SIM,584.666,2021-01-10
14018,brofund-sim,shitsignals,SIM,84.601,2021-01-10
14019,brofund-sim,mister-meeseeks,SIM,11.693,2021-01-10
14020,brofund-sim,talesfrmthecrypt,SIM,2.806,2021-01-10
14021,brofund-sim,cmplxty,SIM,29.278,2021-01-10
14022,brofund-sim,coyotelation,SIM,35.664,2021-01-10
14023,brofund-sim,jongolson,SIM,149.09,2021-01-10
14024,brofund-sim,nuthman,SIM,116.933,2021-01-10
14025,brofund-sim,dkid14,SIM,116.933,2021-01-10
14026,brofund-sim,guurry123,SIM,16.955,2021-01-10
14027,brofund-sim,browery,SIM,43.85,2021-01-10
14028,brofund-sim,silverstackeruk,SIM,213.476,2021-01-10
14029,brofund-sim,pixresteemer,SIM,654.826,2021-01-10
14030,brofund-sim,trumpman,SIM,584.959,2021-01-10
14031,brofund-sim,invest4free,SIM,3.215,2021-01-10
14032,brofund-sim,lotto-de,SIM,23.386,2021-01-10
14033,brofund-sim,investyourvote,SIM,18.709,2021-01-10
14034,brofund-sim,archon-mining,SIM,175.4,2021-01-10
14035,brofund-sim,skylinebuds,SIM,0.77,2021-01-10
14036,brofund-sim,l337m45732,SIM,43.999,2021-01-10
14037,brofund-sim,cryptoyzzy,SIM,1.754,2021-01-10
14038,brofund-sim,enforcer48,SIM,643.133,2021-01-10
14039,brofund-sim,ash,SIM,203.99,2021-01-10
14040,brofund-sim,linco,SIM,11.693,2021-01-10
14041,brofund-sim,jznsamuel,SIM,745.45,2021-01-10
14042,brofund-sim,discohedge,SIM,1010.862,2021-01-10
14043,brofund-sim,stayoutoftherz,SIM,2.923,2021-01-10
14044,brofund-sim,bpcvoter,SIM,0.584,2021-01-10
14045,brofund-sim,adiwathrive,SIM,24.624,2021-01-10
14046,brofund-sim,saboin,SIM,86.021,2021-01-10
14047,brofund-sim,crosheille,SIM,20.814,2021-01-10
14048,brofund-sim,automaton,SIM,0.584,2021-01-10
14049,brofund-sim,steemychicken1,SIM,584.666,2021-01-10
14050,brofund-sim,sk1920,SIM,1.169,2021-01-10
14051,brofund-sim,cornavirus,SIM,295.256,2021-01-10
14052,brofund-sim,votebetting,SIM,116.933,2021-01-10
14053,brofund-sim,cliffagreen,SIM,7.61,2021-01-10
14054,brofund-sim,leo.bank,SIM,106.223,2021-01-10
14055,brofund-sim,jocieprosza,SIM,1.754,2021-01-10
14056,brofund-sim,rodent,SIM,1.124,2021-01-10
14057,brofund-sim,definethedollar,SIM,29.233,2021-01-10
14058,brofund-sim,ifeoluwa88,SIM,3.508,2021-01-10
14059,brofund-sim,akomoajong,SIM,0.584,2021-01-10
14060,brofund-sim,anikys3reasure,SIM,5.846,2021-01-10
14061,brofund-sim,neoxian,SIM,11.693,2021-01-10
14062,brofund-sim,solairitas,SIM,6.179,2021-01-10
14063,brofund-sim,avellana,SIM,3.157,2021-01-10
14064,brofund-sim,ecoinstats,SIM,692.601,2021-01-10
14065,brofund-sim,misterc,SIM,77.76,2021-01-10
14066,brofund-sim,lilchillgirl,SIM,233.866,2021-01-10
14067,brofund-sim,trumpikas,SIM,9.354,2021-01-10
14068,brofund-sim,prize.hoard,SIM,194.694,2021-01-10
14069,brofund-sim,gerber,SIM,58.466,2021-01-10
14070,brofund-sim,coronavirus,SIM,5.846,2021-01-10
14071,brofund-sim,mfblack,SIM,1240.078,2021-01-10
14072,brofund-sim,leontr,SIM,11.693,2021-01-10
14073,brofund-sim,themarkymark,SIM,4689.17,2021-01-10
14074,brofund-sim,rmsadkri,SIM,0.438,2021-01-10
14075,brofund-sim,bilpcoin,SIM,1.169,2021-01-10
14076,brofund-sim,camiloferrua,SIM,17.686,2021-01-10
14077,brofund-sim,no-advice,SIM,96.481,2021-01-10
14078,brofund-sim,netaterra,SIM,298.788,2021-01-10
14079,brofund-sim,atma.love,SIM,910.066,2021-01-10
14080,brofund-sim,rarej,SIM,14.616,2021-01-10
14081,brofund-sim,offgridlife,SIM,0.066,2021-01-10
14082,brofund-sim,ecosaint,SIM,197.544,2021-01-10
14083,brofund-sim,mistakili,SIM,0.157,2021-01-10
14084,brofund-sim,sharanaithal,SIM,106.673,2021-01-10
14085,brofund-sim,edgy-ed-morrison,SIM,0.584,2021-01-10
14086,brofund-sim,cwow2,SIM,19.878,2021-01-10
14087,brofund-sim,nickyhavey,SIM,64.313,2021-01-10
14088,brofund-sim,joetunex,SIM,17.54,2021-01-10
14089,brofund-sim,wongbraling,SIM,1.447,2021-01-10
14090,brofund-sim,numanbutt,SIM,12.278,2021-01-10
14091,brofund-sim,scooter77,SIM,46.773,2021-01-10
14092,brofund-sim,wenchebakken,SIM,0.935,2021-01-10
14093,brofund-sim,ariefm,SIM,0.068,2021-01-10
14094,brofund-sim,libertycrypto27,SIM,7.016,2021-01-10
14095,brofund-sim,jlsplatts,SIM,43.85,2021-01-10
14096,brofund-sim,richardcrill,SIM,701.111,2021-01-10
14097,brofund-sim,thisismylife,SIM,292.333,2021-01-10
14098,brofund-sim,gungunkrishu,SIM,40.926,2021-01-10
14099,brofund-sim,maarnio,SIM,0.058,2021-01-10
14100,brofund-sim,brofundholdings,SIM,39.56,2021-01-10
14101,brofund-sim,beerlotto,SIM,2.338,2021-01-10
14102,brofund-sim,laradio,SIM,5.846,2021-01-10
14103,brofund-sim,davedickeyyall,SIM,14.616,2021-01-10
14104,brofund-sim,saachi,SIM,0.116,2021-01-10
14105,brofund-sim,steemonboarder,SIM,3.576,2021-01-10
14106,brofund-sim,adambarratt,SIM,14.616,2021-01-10
14107,brofund-sim,adhammer,SIM,307.644,2021-01-10
14108,brofund-sim,shebe,SIM,2.068,2021-01-10
14109,brofund-sim,thelogicaldude,SIM,11.693,2021-01-10
14110,brofund-sim,shoemanchu,SIM,12.278,2021-01-10
14111,brofund-sim,jzn,SIM,31.537,2021-01-10
14112,brofund-sim,besheda,SIM,0.636,2021-01-10
14113,brofund-sim,shawnamawna,SIM,292.333,2021-01-10
14114,brofund-sim,tonytrillions,SIM,1.461,2021-01-10
14115,brofund-sim,tpkidkai,SIM,23.434,2021-01-10
14116,brofund-sim,vincentnijman,SIM,58.466,2021-01-10
14117,brofund-sim,starstrings01,SIM,5.846,2021-01-10
14118,brofund-sim,riverflows,SIM,10.699,2021-01-10
14119,brofund-sim,condeas,SIM,14.032,2021-01-10
14120,brofund-sim,elianaicgomes,SIM,7.016,2021-01-10
14121,brofund-sim,katerinaramm,SIM,3.626,2021-01-10
14122,brofund-sim,achim03,SIM,5.184,2021-01-10
14123,brofund-sim,ctpsb,SIM,11.722,2021-01-10
14124,brofund-sim,bosmob,SIM,6.431,2021-01-10
14125,brofund-sim,knowhow92,SIM,21.632,2021-01-10
14126,brofund-sim,leoneil,SIM,1.169,2021-01-10
14127,brofund-sim,anderssinho,SIM,1.543,2021-01-10
14128,brofund-sim,whatamidoing,SIM,61.678,2021-01-10
14129,brofund-sim,barmbo,SIM,0.584,2021-01-10
14130,brofund-sim,muelli,SIM,0.584,2021-01-10
14131,brofund-sim,lobsterspam,SIM,62.676,2021-01-10
14132,brofund-sim,monsterbuster,SIM,4.092,2021-01-10
14133,brofund-sim,thahodler,SIM,11.693,2021-01-10
14134,brofund-sim,bitandi,SIM,47.869,2021-01-10
14135,brofund-sim,okean123,SIM,5.262,2021-01-10
14136,brofund-sim,theroad2freedom,SIM,5.635,2021-01-10
14137,brofund-sim,damla,SIM,5.846,2021-01-10
14138,brofund-sim,familyhistory,SIM,5.724,2021-01-10
14139,brofund-sim,mehmetfix,SIM,0.584,2021-01-10
14140,brofund-sim,he-index,SIM,25.466,2021-01-10
14141,brofund-sim,filotasriza3,SIM,32.156,2021-01-10
14142,brofund-sim,road2nowhere,SIM,4.631,2021-01-10
14143,brofund-sim,dhedge-drips,SIM,0.007,2021-01-10
14144,brofund-sim,drax,SIM,0.516,2021-01-10
14145,brofund-sim,drax.leo,SIM,0.415,2021-01-10
14146,brofund-sim,sozdemir,SIM,1.169,2021-01-10
14147,brofund-sim,abztraxxx,SIM,24.556,2021-01-10
14148,brofund-sim,adamada,SIM,34.495,2021-01-10
14149,brofund-sim,guruvaj,SIM,0.149,2021-01-10
14150,brofund-sim,honeysaver,SIM,2.564,2021-01-10
14151,brofund-sim,death-and-taxes,SIM,0.718,2021-01-10
14152,brofund-sim,carolynstahl,SIM,8.36,2021-01-10
14153,brofund-sim,plantstoplanks,SIM,8.36,2021-01-10
14154,brofund-sim,phoenixwren,SIM,5.846,2021-01-10
14155,brofund-sim,zydane,SIM,8.36,2021-01-10
14156,brofund-sim,archon-gov,SIM,17.54,2021-01-10
14157,brofund-sim,stolas,SIM,1.169,2021-01-10
14158,brofund-sim,optimist1984,SIM,292.333,2021-01-10
14159,brofund-sim,tarot911,SIM,2.923,2021-01-10
14160,brofund-sim,rafabvr,SIM,2.923,2021-01-10
14161,brofund-sim,cleydimar2000,SIM,2.923,2021-01-10
14162,brofund-sim,txrose,SIM,2.522,2021-01-10
14163,brofund-sim,shrazi,SIM,19.294,2021-01-10
14164,brofund-sim,shroomifer,SIM,12.862,2021-01-10
14165,brofund-sim,bigtakosensei,SIM,0.789,2021-01-10
14166,brofund-sim,yorra,SIM,0.584,2021-01-10
14167,brofund-sim,walterjay,SIM,70.16,2021-01-10
14168,brofund-sim,shmoogleosukami,SIM,1.169,2021-01-10
14169,brofund-sim,wxmark,SIM,271.596,2021-01-10
14170,brofund-sim,dbooster,SIM,0.584,2021-01-10
14171,brofund-sim,hykss,SIM,112.531,2021-01-10
14172,brofund-sim,melbourneswest,SIM,0.733,2021-01-10
14173,brofund-sim,ykretz,SIM,0.173,2021-01-10
14174,brofund-sim,sevenoh-fiveoh,SIM,0.058,2021-01-10
14175,brofund-sim,itzninjafool,SIM,0.584,2021-01-10
14176,brofund-sim,cryptictruth,SIM,0.292,2021-01-10
14177,brofund-arc,brofundholdings,ARCHON,2.237,2021-01-10
14178,brofund-arc,coinmint,ARCHON,0.039,2021-01-10
14179,brofund-arc,eirik,ARCHON,0.007,2021-01-10
14180,brofund-arc,sayee,ARCHON,0.001,2021-01-10
14181,brofund-arc,justinparke,ARCHON,0.009,2021-01-10
14182,brofund-arc,bala41288,ARCHON,0.037,2021-01-10
14183,brofund-arc,simplifylife,ARCHON,0.026,2021-01-10
14184,brofund-arc,xawi,ARCHON,0.016,2021-01-10
14185,brofund-arc,simplymike,ARCHON,0.004,2021-01-10
14186,brofund-arc,zaku,ARCHON,0.008,2021-01-10
14187,brofund-arc,jjb777,ARCHON,0.293,2021-01-10
14188,brofund-arc,bearbear613,ARCHON,0.086,2021-01-10
14189,brofund-arc,rehan12,ARCHON,0.005,2021-01-10
14190,brofund-arc,hetty-rowan,ARCHON,0.044,2021-01-10
14191,brofund-arc,taskmaster4450,ARCHON,0.193,2021-01-10
14192,brofund-arc,elamental,ARCHON,0.005,2021-01-10
14193,brofund-arc,ecoinstant,ARCHON,0.161,2021-01-10
14194,brofund-arc,khan.dayyanz,ARCHON,0.011,2021-01-10
14195,brofund-arc,roleerob,ARCHON,0.173,2021-01-10
14196,brofund-arc,chronocrypto,ARCHON,0.521,2021-01-10
14197,brofund-arc,sidwrites,ARCHON,0.007,2021-01-10
14198,brofund-arc,spinvest,ARCHON,0.347,2021-01-10
14199,brofund-arc,mango-juice,ARCHON,0.002,2021-01-10
14200,brofund-arc,agr8buzz,ARCHON,0.086,2021-01-10
14201,brofund-arc,tandara,ARCHON,0.003,2021-01-10
14202,brofund-arc,dera123,ARCHON,0.118,2021-01-10
14203,brofund-arc,revisesociology,ARCHON,0.001,2021-01-10
14204,brofund-arc,moonunit,ARCHON,0.014,2021-01-10
14205,brofund-arc,miketr,ARCHON,0.013,2021-01-10
14206,brofund-arc,flemingfarm,ARCHON,0.008,2021-01-10
14207,brofund-arc,drrune,ARCHON,0.003,2021-01-10
14208,brofund-arc,photobook,ARCHON,0.002,2021-01-10
14209,brofund-arc,cryptoknight12,ARCHON,0.015,2021-01-10
14210,brofund-arc,michealb,ARCHON,0.005,2021-01-10
14211,brofund-arc,investinthefutur,ARCHON,0.009,2021-01-10
14212,brofund-arc,berthold,ARCHON,0.008,2021-01-10
14213,brofund-arc,partitura,ARCHON,0.03,2021-01-10
14214,brofund-arc,joseacabrerav,ARCHON,0.001,2021-01-10
14215,brofund-arc,auelitairene,ARCHON,0.001,2021-01-10
14216,brofund-arc,glastar,ARCHON,0.004,2021-01-10
14217,brofund-arc,xabi,ARCHON,0.044,2021-01-10
14218,brofund-arc,abrockman,ARCHON,0.086,2021-01-10
14219,brofund-arc,shitsignals,ARCHON,0.012,2021-01-10
14220,brofund-arc,mister-meeseeks,ARCHON,0.001,2021-01-10
14221,brofund-arc,cmplxty,ARCHON,0.004,2021-01-10
14222,brofund-arc,coyotelation,ARCHON,0.005,2021-01-10
14223,brofund-arc,jongolson,ARCHON,0.022,2021-01-10
14224,brofund-arc,nuthman,ARCHON,0.017,2021-01-10
14225,brofund-arc,dkid14,ARCHON,0.017,2021-01-10
14226,brofund-arc,guurry123,ARCHON,0.002,2021-01-10
14227,brofund-arc,browery,ARCHON,0.006,2021-01-10
14228,brofund-arc,silverstackeruk,ARCHON,0.031,2021-01-10
14229,brofund-arc,pixresteemer,ARCHON,0.097,2021-01-10
14230,brofund-arc,trumpman,ARCHON,0.086,2021-01-10
14231,brofund-arc,lotto-de,ARCHON,0.003,2021-01-10
14232,brofund-arc,investyourvote,ARCHON,0.002,2021-01-10
14233,brofund-arc,archon-mining,ARCHON,0.026,2021-01-10
14234,brofund-arc,l337m45732,ARCHON,0.006,2021-01-10
14235,brofund-arc,enforcer48,ARCHON,0.095,2021-01-10
14236,brofund-arc,ash,ARCHON,0.03,2021-01-10
14237,brofund-arc,linco,ARCHON,0.001,2021-01-10
14238,brofund-arc,jznsamuel,ARCHON,0.11,2021-01-10
14239,brofund-arc,discohedge,ARCHON,0.15,2021-01-10
14240,brofund-arc,adiwathrive,ARCHON,0.003,2021-01-10
14241,brofund-arc,saboin,ARCHON,0.012,2021-01-10
14242,brofund-arc,crosheille,ARCHON,0.003,2021-01-10
14243,brofund-arc,steemychicken1,ARCHON,0.086,2021-01-10
14244,brofund-arc,cornavirus,ARCHON,0.043,2021-01-10
14245,brofund-arc,votebetting,ARCHON,0.017,2021-01-10
14246,brofund-arc,cliffagreen,ARCHON,0.001,2021-01-10
14247,brofund-arc,leo.bank,ARCHON,0.015,2021-01-10
14248,brofund-arc,definethedollar,ARCHON,0.004,2021-01-10
14249,brofund-arc,neoxian,ARCHON,0.001,2021-01-10
14250,brofund-arc,ecoinstats,ARCHON,0.102,2021-01-10
14251,brofund-arc,misterc,ARCHON,0.011,2021-01-10
14252,brofund-arc,lilchillgirl,ARCHON,0.034,2021-01-10
14253,brofund-arc,trumpikas,ARCHON,0.001,2021-01-10
14254,brofund-arc,prize.hoard,ARCHON,0.028,2021-01-10
14255,brofund-arc,gerber,ARCHON,0.008,2021-01-10
14256,brofund-arc,mfblack,ARCHON,0.184,2021-01-10
14257,brofund-arc,leontr,ARCHON,0.001,2021-01-10
14258,brofund-arc,themarkymark,ARCHON,0.697,2021-01-10
14259,brofund-arc,camiloferrua,ARCHON,0.002,2021-01-10
14260,brofund-arc,no-advice,ARCHON,0.014,2021-01-10
14261,brofund-arc,netaterra,ARCHON,0.044,2021-01-10
14262,brofund-arc,atma.love,ARCHON,0.135,2021-01-10
14263,brofund-arc,rarej,ARCHON,0.002,2021-01-10
14264,brofund-arc,ecosaint,ARCHON,0.029,2021-01-10
14265,brofund-arc,sharanaithal,ARCHON,0.015,2021-01-10
14266,brofund-arc,cwow2,ARCHON,0.002,2021-01-10
14267,brofund-arc,nickyhavey,ARCHON,0.009,2021-01-10
14268,brofund-arc,joetunex,ARCHON,0.002,2021-01-10
14269,brofund-arc,numanbutt,ARCHON,0.001,2021-01-10
14270,brofund-arc,scooter77,ARCHON,0.006,2021-01-10
14271,brofund-arc,libertycrypto27,ARCHON,0.001,2021-01-10
14272,brofund-arc,jlsplatts,ARCHON,0.006,2021-01-10
14273,brofund-arc,richardcrill,ARCHON,0.104,2021-01-10
14274,brofund-arc,thisismylife,ARCHON,0.043,2021-01-10
14275,brofund-arc,gungunkrishu,ARCHON,0.006,2021-01-10
14276,brofund-arc,brofundholdings,ARCHON,0.005,2021-01-10
14277,brofund-arc,davedickeyyall,ARCHON,0.002,2021-01-10
14278,brofund-arc,adambarratt,ARCHON,0.002,2021-01-10
14279,brofund-arc,adhammer,ARCHON,0.045,2021-01-10
14280,brofund-arc,thelogicaldude,ARCHON,0.001,2021-01-10
14281,brofund-arc,shoemanchu,ARCHON,0.001,2021-01-10
14282,brofund-arc,jzn,ARCHON,0.004,2021-01-10
14283,brofund-arc,shawnamawna,ARCHON,0.043,2021-01-10
14284,brofund-arc,tpkidkai,ARCHON,0.003,2021-01-10
14285,brofund-arc,vincentnijman,ARCHON,0.008,2021-01-10
14286,brofund-arc,riverflows,ARCHON,0.001,2021-01-10
14287,brofund-arc,condeas,ARCHON,0.002,2021-01-10
14288,brofund-arc,elianaicgomes,ARCHON,0.001,2021-01-10
14289,brofund-arc,ctpsb,ARCHON,0.001,2021-01-10
14290,brofund-arc,knowhow92,ARCHON,0.003,2021-01-10
14291,brofund-arc,whatamidoing,ARCHON,0.009,2021-01-10
14292,brofund-arc,lobsterspam,ARCHON,0.009,2021-01-10
14293,brofund-arc,thahodler,ARCHON,0.001,2021-01-10
14294,brofund-arc,bitandi,ARCHON,0.007,2021-01-10
14295,brofund-arc,he-index,ARCHON,0.003,2021-01-10
14296,brofund-arc,filotasriza3,ARCHON,0.004,2021-01-10
14297,brofund-arc,abztraxxx,ARCHON,0.003,2021-01-10
14298,brofund-arc,adamada,ARCHON,0.005,2021-01-10
14299,brofund-arc,carolynstahl,ARCHON,0.001,2021-01-10
14300,brofund-arc,plantstoplanks,ARCHON,0.001,2021-01-10
14301,brofund-arc,zydane,ARCHON,0.001,2021-01-10
14302,brofund-arc,archon-gov,ARCHON,0.002,2021-01-10
14303,brofund-arc,optimist1984,ARCHON,0.043,2021-01-10
14304,brofund-arc,shrazi,ARCHON,0.002,2021-01-10
14305,brofund-arc,shroomifer,ARCHON,0.001,2021-01-10
14306,brofund-arc,walterjay,ARCHON,0.01,2021-01-10
14307,brofund-arc,wxmark,ARCHON,0.04,2021-01-10
14308,brofund-arc,hykss,ARCHON,0.016,2021-01-10
14309,brofund-ag,brofundholdings,NEOXAG,121.782,2021-01-11
14310,brofund-ag,coinmint,NEOXAG,2.168,2021-01-11
14311,brofund-ag,eirik,NEOXAG,0.411,2021-01-11
14312,brofund-ag,sayee,NEOXAG,0.056,2021-01-11
14313,brofund-ag,burlarj,NEOXAG,0.05,2021-01-11
14314,brofund-ag,justinparke,NEOXAG,0.54,2021-01-11
14315,brofund-ag,bala41288,NEOXAG,2.048,2021-01-11
14316,brofund-ag,simplifylife,NEOXAG,1.419,2021-01-11
14317,brofund-ag,xawi,NEOXAG,1.128,2021-01-11
14318,brofund-ag,olaexcel,NEOXAG,0.044,2021-01-11
14319,brofund-ag,simplymike,NEOXAG,0.236,2021-01-11
14320,brofund-ag,zaku,NEOXAG,0.473,2021-01-11
14321,brofund-ag,jjb777,NEOXAG,15.994,2021-01-11
14322,brofund-ag,bearbear613,NEOXAG,4.732,2021-01-11
14323,brofund-ag,rehan12,NEOXAG,0.309,2021-01-11
14324,brofund-ag,udezee,NEOXAG,0.047,2021-01-11
14325,brofund-ag,hetty-rowan,NEOXAG,2.433,2021-01-11
14326,brofund-ag,taskmaster4450,NEOXAG,10.515,2021-01-11
14327,brofund-ag,goldstreet,NEOXAG,0.019,2021-01-11
14328,brofund-ag,elamental,NEOXAG,0.307,2021-01-11
14329,brofund-ag,codingdefined,NEOXAG,0.052,2021-01-11
14330,brofund-ag,ecoinstant,NEOXAG,8.763,2021-01-11
14331,brofund-ag,khan.dayyanz,NEOXAG,0.615,2021-01-11
14332,brofund-ag,roleerob,NEOXAG,9.464,2021-01-11
14333,brofund-ag,chronocrypto,NEOXAG,28.392,2021-01-11
14334,brofund-ag,sidwrites,NEOXAG,0.406,2021-01-11
14335,brofund-ag,spinvest,NEOXAG,18.928,2021-01-11
14336,brofund-ag,bilpcoinrecords,NEOXAG,0.004,2021-01-11
14337,brofund-ag,andy4475,NEOXAG,0.023,2021-01-11
14338,brofund-ag,mango-juice,NEOXAG,0.118,2021-01-11
14339,brofund-ag,enjar,NEOXAG,0.018,2021-01-11
14340,brofund-ag,agr8buzz,NEOXAG,4.732,2021-01-11
14341,brofund-ag,tandara,NEOXAG,0.208,2021-01-11
14342,brofund-ag,dealhunter,NEOXAG,0.015,2021-01-11
14343,brofund-ag,dera123,NEOXAG,6.455,2021-01-11
14344,brofund-ag,revisesociology,NEOXAG,0.056,2021-01-11
14345,brofund-ag,moonunit,NEOXAG,0.764,2021-01-11
14346,brofund-ag,miketr,NEOXAG,0.728,2021-01-11
14347,brofund-ag,flemingfarm,NEOXAG,0.473,2021-01-11
14348,brofund-ag,russia-btc,NEOXAG,0.004,2021-01-11
14349,brofund-ag,drrune,NEOXAG,0.198,2021-01-11
14350,brofund-ag,photobook,NEOXAG,0.127,2021-01-11
14351,brofund-ag,cryptoknight12,NEOXAG,0.851,2021-01-11
14352,brofund-ag,michealb,NEOXAG,0.283,2021-01-11
14353,brofund-ag,investinthefutur,NEOXAG,0.496,2021-01-11
14354,brofund-ag,berthold,NEOXAG,0.449,2021-01-11
14355,brofund-ag,partitura,NEOXAG,1.656,2021-01-11
14356,brofund-ag,steemstreems,NEOXAG,0.004,2021-01-11
14357,brofund-ag,joseacabrerav,NEOXAG,0.061,2021-01-11
14358,brofund-ag,auelitairene,NEOXAG,0.056,2021-01-11
14359,brofund-ag,glastar,NEOXAG,0.236,2021-01-11
14360,brofund-ag,elbrava,NEOXAG,0.037,2021-01-11
14361,brofund-ag,robmojo,NEOXAG,0.054,2021-01-11
14362,brofund-ag,adamdabeast,NEOXAG,0.031,2021-01-11
14363,brofund-ag,xabi,NEOXAG,2.423,2021-01-11
14364,brofund-ag,bilpcoinbpc,NEOXAG,0.009,2021-01-11
14365,brofund-ag,abrockman,NEOXAG,4.732,2021-01-11
14366,brofund-ag,shitsignals,NEOXAG,0.684,2021-01-11
14367,brofund-ag,mister-meeseeks,NEOXAG,0.094,2021-01-11
14368,brofund-ag,talesfrmthecrypt,NEOXAG,0.022,2021-01-11
14369,brofund-ag,cmplxty,NEOXAG,0.236,2021-01-11
14370,brofund-ag,coyotelation,NEOXAG,0.288,2021-01-11
14371,brofund-ag,jongolson,NEOXAG,1.206,2021-01-11
14372,brofund-ag,nuthman,NEOXAG,0.946,2021-01-11
14373,brofund-ag,dkid14,NEOXAG,0.946,2021-01-11
14374,brofund-ag,guurry123,NEOXAG,0.137,2021-01-11
14375,brofund-ag,browery,NEOXAG,0.354,2021-01-11
14376,brofund-ag,silverstackeruk,NEOXAG,1.727,2021-01-11
14377,brofund-ag,pixresteemer,NEOXAG,5.299,2021-01-11
14378,brofund-ag,trumpman,NEOXAG,4.734,2021-01-11
14379,brofund-ag,invest4free,NEOXAG,0.026,2021-01-11
14380,brofund-ag,lotto-de,NEOXAG,0.189,2021-01-11
14381,brofund-ag,investyourvote,NEOXAG,0.151,2021-01-11
14382,brofund-ag,archon-mining,NEOXAG,1.419,2021-01-11
14383,brofund-ag,skylinebuds,NEOXAG,0.006,2021-01-11
14384,brofund-ag,l337m45732,NEOXAG,0.356,2021-01-11
14385,brofund-ag,cryptoyzzy,NEOXAG,0.014,2021-01-11
14386,brofund-ag,enforcer48,NEOXAG,5.205,2021-01-11
14387,brofund-ag,ash,NEOXAG,1.651,2021-01-11
14388,brofund-ag,linco,NEOXAG,0.094,2021-01-11
14389,brofund-ag,jznsamuel,NEOXAG,6.033,2021-01-11
14390,brofund-ag,discohedge,NEOXAG,8.174,2021-01-11
14391,brofund-ag,stayoutoftherz,NEOXAG,0.023,2021-01-11
14392,brofund-ag,bpcvoter,NEOXAG,0.004,2021-01-11
14393,brofund-ag,adiwathrive,NEOXAG,0.199,2021-01-11
14394,brofund-ag,saboin,NEOXAG,0.696,2021-01-11
14395,brofund-ag,crosheille,NEOXAG,0.168,2021-01-11
14396,brofund-ag,automaton,NEOXAG,0.004,2021-01-11
14397,brofund-ag,steemychicken1,NEOXAG,4.732,2021-01-11
14398,brofund-ag,sk1920,NEOXAG,0.009,2021-01-11
